id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg47827598,https://bitcointalk.org/index.php?topic=5067879.0,,96,Announcements (Altcoins),2018-11-12 11:53:22,Andrew121,Copper Member,13,0,,⭐🚀[ANN][WebFace] BitcoinMax -is a free project for Human Services ⭐🚀,BITCOINMAX  Is a free project for Human Services Tourist Global Payment System.                                WEBSITE | EMAIL | WHITEPAPER | FACEBOOK | TWITTER | LINKEDIN | VK | TELEGRAM                                  WEBSITE | EMAIL | WHITEPAPER | FACEBOOK | TWITTER | LINKEDIN | VK | TELEGRAM,False
