id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg45164310,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-04 05:33:03,Hhampuz,Legendary,1176,1711,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],"*I am not part of the CannAvenue team, I am simply posting this announcement on their behalf.",False
2,msg45164320,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-04 05:33:35,Hhampuz,Legendary,1176,1711,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],Reserved,False
3,msg45208941,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-05 02:58:12,Hhampuz,Legendary,1176,1711,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],Information regarding a small Bounty Campaign is coming SoonTM .,False
4,msg45209239,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-05 03:13:19,mrb000,Newbie,29,1,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],"I don't see the point, creating a new chain isn't required for this project's idea",False
5,msg45209407,https://bitcointalk.org/index.php?topic=5005864.0,msg45209239,94,Announcements (Altcoins),2018-09-05 03:21:16,Hhampuz,Legendary,1176,1711,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],   Please elaborate,False
6,msg45217503,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-05 08:06:28,einax_mike,Newbie,28,0,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],"Hello! CannAvenue looks like a promising project with a solid and well-presented idea. I'm here to offer to list your token on einax.com. Listing is free, but it requires token smart contract to be verified on etherscan.io so the code review is possible.",False
7,msg45221351,https://bitcointalk.org/index.php?topic=5005864.0,msg45217503,94,Announcements (Altcoins),2018-09-05 09:40:37,Hhampuz,Legendary,1176,1711,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],"   Thank you mike & einax, the CannAvenue team will be in touch",False
8,msg45222155,https://bitcointalk.org/index.php?topic=5005864.0,,94,Announcements (Altcoins),2018-09-05 09:59:33,jezus,Sr. Member,560,250,,[ICO][ANN] CannAvenue |The Future of The Cannabis Industry| [Private Sale Live],I found new exchange nessie.io check this dev.,False
