id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg46646348,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-10-08 11:11:20,Hhampuz,Legendary,1176,1711,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,*I'm not part of the official Lucre Team. I've been hired to post this on their behalf.,False
2,msg46646363,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-10-08 11:11:42,Hhampuz,Legendary,1176,1711,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,Reserved  Bounty Campaign,False
3,msg46672936,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-10-09 05:55:21,Hhampuz,Legendary,1176,1711,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,Bounty Campaign is LIVE!  Check 2nd post for a link to it as well as any other necessary updates.,False
4,msg46826848,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-10-13 09:46:22,CryptoStills,Jr. Member,252,1,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,Lucre is listed on CryptoStills  Coming in at a Silver podium position  • Full project presentation • Full media linking • Continuous Twitter news updates • Moderated discussions,False
5,msg46827726,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-10-13 10:14:57,MoneroMooo,Legendary,1280,1001,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,"While technology and Fintech has advanced, $trillion gambling ecosystem has been left behind. Lucre isn't trying to take anything away.  they are adding convenience, security and value to the existing market. I think it will be a successful project. I signed up for social media accounts. good luck to the participants. trusted escrow project.",False
6,msg47657680,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-11-06 23:48:13,xi_vii,Newbie,56,0,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,"Hey the going guys and welcome to Cryptolaboratory ICO rating list! All facts about Lucre (LCRX) you may look on our website. We hope, that rating list will be useful for you. Thank you for your attention! Have a nice day!",False
7,msg47663266,https://bitcointalk.org/index.php?topic=5046049.0,,420,Announcements (Altcoins),2018-11-07 06:39:55,knuckey,Sr. Member,1070,250,,[ANN][ICO]|Lucre - Time to Change the Game|Revolutionizing The Gambling Industry,"I have visited your site and ICO phase 1 has ended, so when will the next ICO begin? I also found that some page functions on the lucre site didn't work, join crowdsale, look and check again.",False
