id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg38020432,https://bitcointalk.org/index.php?topic=3411516.0,msg37766200,1790,Announcements (Altcoins),2018-05-21 09:06:20,ZODIAQ,Newbie,55,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"  US dollars, Euro, this list will be expanded in the future.  Quote from: babygotback on May 21, 2018, 07:56:57 AM Quote from: trualda on May 20, 2018, 05:12:01 PM Quote from: babygotback on May 20, 2018, 04:51:55 PM so now pre-ico is still going on...  & it ends today  so what price is now ?  Initial cost of token 1 ZOD = $0,1 Terms of pre-ICO 21.05.18 -10.06.18 Check our LP https://zodiaq.io/file/ZODIAQ_LP.pdf  Quote from: Leggeddon on May 20, 2018, 03:52:26 PM do you plan to make your own exchange?  Yes, site of our exchange is working in the test mode. Link http://zodiaq.naxdev.com/#/  Quote from: Costa_one on May 20, 2018, 11:29:24 AM what is difference between  ZOD, ZDQ?  We will make corrections to the WP,there will be only ZOD.",False
2,msg38023248,https://bitcointalk.org/index.php?topic=3411516.0,msg38020432,1790,Announcements (Altcoins),2018-05-21 09:37:49,Leggeddon,Member,221,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,     Thanks for your reply!,False
3,msg38025701,https://bitcointalk.org/index.php?topic=3411516.0,msg38020432,1790,Announcements (Altcoins),2018-05-21 10:03:39,trualda,Jr. Member,159,1,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,     you've extended pre-ico?,False
4,msg38031752,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 11:10:27,babygotback,Member,266,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"so the price now is still 0,1 usd for 1 ZOD",False
5,msg38042573,https://bitcointalk.org/index.php?topic=3411516.0,msg38031752,1790,Announcements (Altcoins),2018-05-21 13:04:25,yuliteva,Member,220,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"   yes, admin said so",False
6,msg38044457,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 13:24:16,summerjam87765,Newbie,180,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,do I should have erc20 wallet only to buy ZOD?,False
7,msg38049642,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 14:15:05,readytogooo123,Member,241,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,is map available already?,False
8,msg38052448,https://bitcointalk.org/index.php?topic=3411516.0,msg38025701,1790,Announcements (Altcoins),2018-05-21 14:42:40,ZODIAQ,Newbie,55,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"   What do u mean?  Quote from: CarmaPool on May 20, 2018, 12:31:43 PM in what countries your platform will be available ?  In the beginning it will be the EU and the USA  Quote from: summerjam87765 on May 21, 2018, 01:24:16 PM do I should have erc20 wallet only to buy ZOD?  Yes, it will be required.  Quote from: Leggeddon on May 20, 2018, 11:55:22 AM when do you plan to release mobile application Zodiaq Pay?  the application is still in development.  Quote from: readytogooo123 on May 21, 2018, 02:15:05 PM is map available already?  It is displayed in our WP https://zodiaq.io/file/ZODIAQ_WP.pdf",False
9,msg38052807,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 14:46:26,readytogooo123,Member,241,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,thank you ,False
10,msg38054624,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 15:03:54,Jamie_K213,Member,239,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,what include your referral program ?,False
11,msg38057141,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-21 15:28:20,hottornott2,Newbie,229,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,what verification procedure will have your system?,False
12,msg38060080,https://bitcointalk.org/index.php?topic=3411516.0,msg38052448,1790,Announcements (Altcoins),2018-05-21 15:58:05,trualda,Jr. Member,159,1,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"   sorry, I just misunderstand the time scale",False
13,msg38127339,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-22 06:32:04,alfred361,Newbie,6,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"Could you explain me something? I paid ETH for ZOD tokens at 06 Feb, 2018 at your website. But new the old cabinet link that I have doesn't work: https://cabinet.zodiaq.io/? At the new cabinet (https://lk.zodiaq.io/ that have wrong SSL certificate) it tells me that my login and password doesn't exist. And I paid by the rate of 1 ETH = 250 ZOD. Now you are selling it for 1 ZOD = 0.1 USD that is about 1 ETH ~= 7000 ZOD. What's happening with your project!? And where is my Ethers?",False
14,msg38134102,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-22 07:51:26,sv.alyona,Member,210,18,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"We are glad to inform you that the portal TrackICO has rated our project ZODIAQ. https://www.trackico.io/ico/zodiaq/  4.6 SEE RATING DISTRIBUTION Zodiaq is a crypto-fiat platform for the implementation of settlement, guarantee and clearing operations. Zodiaq currently has its own bank, having a license for account opening and providing any operations (account management, performing transactions) both in crypto and in fiat currencies, as well as its own cryptocurrency exchange.",False
15,msg38141879,https://bitcointalk.org/index.php?topic=3411516.0,msg38054624,1790,Announcements (Altcoins),2018-05-22 09:16:38,ZODIAQ,Newbie,55,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"  You will receive a certain percentage of tokens from people who have followed your link and purchased tokens.  Quote from: hottornott2 on May 21, 2018, 03:28:20 PM what verification procedure will have your system?  The system will work through smart-contracts.  Quote from: alfred361 on May 22, 2018, 06:32:04 AM Could you explain me something? I paid ETH for ZOD tokens at 06 Feb, 2018 at your website. But new the old cabinet link that I have doesn't work: https://cabinet.zodiaq.io/? At the new cabinet (https://lk.zodiaq.io/ that have wrong SSL certificate) it tells me that my login and password doesn't exist. And I paid by the rate of 1 ETH = 250 ZOD. Now you are selling it for 1 ZOD = 0.1 USD that is about 1 ETH ~= 7000 ZOD. What's happening with your project!? And where is my Ethers?  Cabinet will be work soon, we make every effort to improve the reliability and safety of our resource. The economic model has been refined and the price adjusted. You will be charged an additional amount of tokens for the purchase amount based on the rate of $0.1",False
16,msg38148352,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-22 10:26:03,alfred361,Newbie,6,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"  You have my email and can write me down something about that situation BEFORE. You are bank, not the local grocery shop.   The economic model has been refined and the price adjusted. You will be charged an additional amount of tokens for the purchase amount based on the rate of $0.1 What if I'm not agree with that changes? Don't you want to ask your early investors? What rate it will be in August PRE-PRE-Sale?  Your contacts on the website doesn't response. Even your Telegram bot doesn't work. You have changed the rules. Twice already as I remember. And you want us to trust you and name you a Bank?",False
17,msg38401413,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-24 13:42:22,pradobo,Member,266,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"ZODIAQ is one a few projects worth backing. I truly hope this will be successful. Opens up a ton of possibilities for ""smaller"" projects. Also love the fact that this one is not overly complex or anything like that.",False
18,msg38769608,https://bitcointalk.org/index.php?topic=3411516.0,msg38148352,1790,Announcements (Altcoins),2018-05-28 09:54:04,ZODIAQ,Newbie,55,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"   alfred361 you asked questions in our telegram group, I hope we could help you to solve all problems.",False
19,msg38829111,https://bitcointalk.org/index.php?topic=3411516.0,msg38020432,1790,Announcements (Altcoins),2018-05-29 02:08:39,Retired,Sr. Member,490,250,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"   But what is the minimum price taking into account all bonuses you plan to offer? I mean, briefly, does that include any bonuses you will offer, including volume bonuses and any limited time bonuses your plan to offer?",False
20,msg39365205,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-06-04 14:27:09,kuksow,Newbie,132,0,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,how much is ICO minimum investment?,False
21,msg37774499,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-19 10:01:32,sv.alyona,Member,210,18,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"We are pleased to inform you that our new advisor is Viktor Goncharuk (Vice President of Acceleration (RACIB), UN expert) https://twitter.com/zodiaq_io/status/997417555924004866",False
22,msg37785111,https://bitcointalk.org/index.php?topic=3411516.0,msg37774499,1790,Announcements (Altcoins),2018-05-19 11:53:27,Costa_one,Full Member,280,101,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,"    he looks good, but how old is he ?",False
23,msg37797666,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-19 14:03:43,babygotback,Member,266,10,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,as more young he is as more cool he is. 'Cause it is very complicated be an self-made adviser in 25...,False
24,msg37810268,https://bitcointalk.org/index.php?topic=3411516.0,,1790,Announcements (Altcoins),2018-05-19 15:52:18,trualda,Jr. Member,159,1,,[ANN][ICO][ZOD] ZODIAQ | Crypto-fiat blockchain platform. MVP.,when ico ends ?,False
