id,msg_id,parent_id,link_id,Count_read,Forum,Time,Author,Rank,Activity,Merit,Trust,Title,Body,ScamHeader
1,msg49389069,https://bitcointalk.org/index.php?topic=5101354.0,,88,Announcements (Altcoins),2019-01-23 20:27:36,2tf,Jr. Member,35,1,,[PRE ANN] 2TF - Blockchain | Global Money Transfer Agents | Platform | Wallet,"                                                          2TF is a global payment platform with decentralized mobile ecosystem where users transact directly through the use of cryptocurrencies, stable-coins and smart contracts. The use of other channels is possible to increase the coverage of digital services on the platform and mobile wallets that will be available for iOS and Android are the interaction user interface with the platform and its entire portfolio of services. The 2TF platform is a payment system that uses blockchain to facilitates the transfer of money worldwide with a fair cost between users and partners. The core of the payment system is to act as a substitute to traditional online payment methods and bringing the financial intermediary business back to the people related to cross-border transactions with in-build counter-party marketplace in a comfortable and easy way.   Developing the future of global financial services and digital banking.    More info More details coming soon.  Join the conversation in Telegram group.  Website  | Telegram  ",True
