,api,chart,cryptocompare,discontinued,id,name,name_alt,symbol,symbol_alt
936,cryptocompare,False,RNC,False,RNC,returncoin,,rnc,
937,cryptocompare,False,GOLOS,False,GOLOS,golos,,golos,
938,cryptocompare,False,PASC,False,PASC,pascal coin,,pasc,
939,cryptocompare,False,TWIST,False,TWIST,twistercoin,,twist,
940,cryptocompare,False,PAYP,False,PAYP,paypeer,,payp,
941,cryptocompare,False,DETH,False,DETH,darkether,,deth,
942,cryptocompare,False,YAY,False,YAY,yaycoin,,yay,
943,cryptocompare,False,YES,False,YES,yescoin,,yes,
944,cryptocompare,False,LENIN,False,LENIN,lenincoin,,lenin,
945,cryptocompare,False,MRSA,False,MRSA,mrsacoin,,mrsa,
946,cryptocompare,False,OS76,False,OS76,osmiumcoin,,os76,
947,cryptocompare,False,BOSS,False,BOSS,bitboss,,boss,
948,cryptocompare,False,BIC,False,BIC,bikercoins,,bic,
949,cryptocompare,False,CRPS,False,CRPS,cryptopennies,,crps,
950,cryptocompare,False,MOTO,False,MOTO,motocoin,,moto,
951,cryptocompare,False,NTCC,False,NTCC,neptuneclassic,,ntcc,
952,cryptocompare,False,HXX,False,HXX,hexxcoin,,hxx,
953,cryptocompare,False,SPKTR,False,SPKTR,ghost coin,,spktr,
954,cryptocompare,False,MAC,False,MAC,machinecoin,,mac,
955,cryptocompare,False,SEL,False,SEL,selencoin,,sel,
956,cryptocompare,False,NOO,False,NOO,noocoin,,noo,
957,cryptocompare,False,CHAO,False,CHAO,23 skidoo,,chao,
958,cryptocompare,False,XGB,False,XGB,goldenbird,,xgb,
959,cryptocompare,False,YMC,False,YMC,yamahacoin,,ymc,
960,cryptocompare,False,JOK,False,JOK,jokercoin,,jok,
961,cryptocompare,False,GBIT,False,GBIT,gravitybit,,gbit,
962,cryptocompare,False,TEC,False,TEC,tecoin,,tec,
963,cryptocompare,False,BOMBC,False,BOMBC,bombcoin,,bombc,
964,cryptocompare,False,RIDE,False,RIDE,ride my car,,ride,
965,cryptocompare,False,PIVX,False,PIVX,private instant verified transaction,,pivx,
966,cryptocompare,False,KED,False,KED,klingon empire darsek,,ked,
967,cryptocompare,False,CNO,False,CNO,coino,,cno,
968,cryptocompare,False,WEALTH,False,WEALTH,wealthcoin,,wealth,
969,cryptocompare,False,IOP,False,IOP,internet of people,,iop,
970,cryptocompare,False,XSPEC,False,XSPEC,spectre,,xspec,
971,cryptocompare,False,PEPECASH,False,PEPECASH,pepe cash,,pepecash,
972,cryptocompare,False,CLICK,False,CLICK,clickcoin,,click,
973,cryptocompare,False,ELS,False,ELS,elysium,,els,
974,cryptocompare,False,KUSH,False,KUSH,kushcoin,,kush,
975,cryptocompare,False,ERY,False,ERY,eryllium,,ery,
976,cryptocompare,False,PLU,False,PLU,pluton,,plu,
977,cryptocompare,False,PRES,False,PRES,president trump,,pres,
978,cryptocompare,False,BTZ,False,BTZ,bitzcoin,,btz,
979,cryptocompare,False,OPES,False,OPES,opes,,opes,
980,cryptocompare,False,WCT,False,WCT,waves community token,,wct,
981,cryptocompare,False,UBQ,False,UBQ,ubiq,,ubq,
982,cryptocompare,False,RATIO,False,RATIO,ratio,,ratio,
983,cryptocompare,False,BAN,False,BAN,babes and nerds,,ban,
984,cryptocompare,False,NICE,False,NICE,nicecoin,,nice,
985,cryptocompare,False,SMF,False,SMF,smurfcoin,,smf,
986,cryptocompare,False,CWXT,False,CWXT,cryptoworldxtoken,,cwxt,
987,cryptocompare,False,TECH,False,TECH,techcoin,,tech,
988,cryptocompare,False,CIR,False,CIR,circuitcoin,,cir,
989,cryptocompare,False,LEPEN,False,LEPEN,lepencoin,,lepen,
990,cryptocompare,False,ROUND,False,ROUND,roundcoin,,round,
991,cryptocompare,False,MARI,False,MARI,marijuanacoin,,mari,
992,cryptocompare,False,MARX,False,MARX,marxcoin,,marx,
993,cryptocompare,False,TAT,False,TAT,tatiana coin,,tat,
994,cryptocompare,False,HAZE,False,HAZE,hazecoin,,haze,
995,cryptocompare,False,PRX,False,PRX,printerium,,prx,
996,cryptocompare,False,NRC,False,NRC,neurocoin,,nrc,
997,cryptocompare,False,PAC,False,PAC,paccoin,,pac,
998,cryptocompare,False,IMPCH,False,IMPCH,impeach,,impch,
999,cryptocompare,False,ERR,False,ERR,errorcoin,,err,
1000,cryptocompare,False,TIC,False,TIC,trueinvestmentcoin,,tic,
1001,cryptocompare,False,NUKE,False,NUKE,nukecoin,,nuke,
1002,cryptocompare,False,EOC,False,EOC,everyonescoin,,eoc,
1003,cryptocompare,False,SFC,False,SFC,solarflarecoin,,sfc,
1004,cryptocompare,False,JANE,False,JANE,janecoin,,jane,
1005,cryptocompare,False,PARA,False,PARA,paranoiacoin,,para,
1006,cryptocompare,False,MM,False,MM,mastermint,,mm,
1007,cryptocompare,False,CTL,False,CTL,citadel,,ctl,
1008,cryptocompare,False,NDOGE,False,NDOGE,ninjadoge,,ndoge,
1009,cryptocompare,False,ZBC,False,ZBC,zilbercoin,,zbc,
1010,cryptocompare,False,MLN,False,MLN,melon,,mln,
1011,cryptocompare,False,FRST,False,FRST,firstcoin,,frst,
1012,cryptocompare,False,PAY,False,PAY,tenx,,pay,
1013,cryptocompare,False,ORO,False,ORO,orocoin,,oro,
1014,cryptocompare,False,ALEX,False,ALEX,alexandrite,,alex,
1015,cryptocompare,False,TBCX,False,TBCX,trashburn,,tbcx,
1016,cryptocompare,False,MCAR,False,MCAR,mastercar,,mcar,
1017,cryptocompare,False,THS,False,THS,techshares,,ths,
1018,cryptocompare,False,ACES,False,ACES,acescoin,,aces,
1019,cryptocompare,False,UAEC,False,UAEC,united arab emirates coin,,uaec,
1020,cryptocompare,False,EA,False,EA,eaglecoin,,ea,
1021,cryptocompare,False,PIE,False,PIE,persistent information exchange,,pie,
1022,cryptocompare,False,CREA,False,CREA,creativechain,,crea,
1023,cryptocompare,False,WISC,False,WISC,wisdomcoin,,wisc,
1024,cryptocompare,False,BVC,False,BVC,beavercoin,,bvc,
1025,cryptocompare,False,FIND,False,FIND,findcoin,,find,
1026,cryptocompare,False,MLITE,False,MLITE,melite,,mlite,
1027,cryptocompare,False,STALIN,False,STALIN,stalincoin,,stalin,
1028,cryptocompare,False,TSE,False,TSE,tattoocoin,,tse,
1029,cryptocompare,False,VLTC,False,VLTC,vaultcoin,,vltc,
1030,cryptocompare,False,BIOB,False,BIOB,biobar,,biob,
1031,cryptocompare,False,SWT,False,SWT,swarm city token,,swt,
1032,cryptocompare,False,PASL,False,PASL,pascal lite,,pasl,
1033,cryptocompare,False,ZER,False,ZER,zero,,zer,
1034,cryptocompare,False,CHAT,False,CHAT,openchat,,chat,
1035,cryptocompare,False,CDN,False,CDN,canada ecoin,,cdn,
1036,cryptocompare,False,NETKO,False,NETKO,netko,,netko,
1037,cryptocompare,False,ZOI,False,ZOI,zoin,,zoi,
1038,cryptocompare,False,HONEY,False,HONEY,honey,,honey,
1039,cryptocompare,False,MXT,False,MXT,martexcoin,,mxt,
1040,cryptocompare,False,MUSIC,False,MUSIC,musicoin,,music,
1041,cryptocompare,False,DTB,False,DTB,databits,,dtb,
1042,cryptocompare,False,VEG,False,VEG,bitvegan,,veg,
1043,cryptocompare,False,MBIT,False,MBIT,mbitbooks,,mbit,
1044,cryptocompare,False,VOLT,False,VOLT,bitvolt,,volt,
1045,cryptocompare,False,EDG,False,EDG,edgeless,,edg,
1046,cryptocompare,False,B@,False,B@,bankcoin,,b@,
1047,cryptocompare,False,BESTC,False,BESTC,bestchain,,bestc,
1048,cryptocompare,False,CHC,False,CHC,chaincoin,,chc,
1049,cryptocompare,False,ZENI,False,ZENI,zennies,,zeni,
1050,cryptocompare,False,PLANET,False,PLANET,planetcoin,,planet,
1051,cryptocompare,False,DUCK,False,DUCK,duckduckcoin,,duck,
1052,cryptocompare,False,BNX,False,BNX,bnrtxcoin,,bnx,
1053,cryptocompare,False,BSTK,False,BSTK,battlestake,,bstk,
1054,cryptocompare,False,RNS,False,RNS,renoscoin,,rns,
1055,cryptocompare,False,DBIX,False,DBIX,dubaicoin,,dbix,
1056,cryptocompare,False,AMIS,False,AMIS,amis,,amis,
1057,cryptocompare,False,KAYI,False,KAYI,kayı,,kayi,
1058,cryptocompare,False,XVP,False,XVP,virtacoinplus,,xvp,
1059,cryptocompare,False,BOAT,False,BOAT,doubloon,,boat,
1060,cryptocompare,False,TAJ,False,TAJ,tajcoin,,taj,
1061,cryptocompare,False,IMX,False,IMX,impact,,imx,
1062,cryptocompare,False,CJC,False,CJC,cryptojournal,,cjc,
1063,cryptocompare,False,AMY,False,AMY,amygws,,amy,
1064,cryptocompare,False,QBT,False,QBT,cubits,,qbt,
1065,cryptocompare,False,EB3,False,EB3,eb3coin,,eb3,
1066,cryptocompare,False,XVE,False,XVE,the vegan initiative,,xve,
1067,cryptocompare,False,FAZZ,False,FAZZ,fazzcoin,,fazz,
1068,cryptocompare,False,APT,False,APT,aptcoin,,apt,
1069,cryptocompare,False,BLAZR,False,BLAZR,blazercoin,,blazr,
1070,cryptocompare,False,UNI,False,UNI,universe,,uni,
1071,cryptocompare,False,ECOC,False,ECOC,ecocoin,,ecoc,
1072,cryptocompare,False,XLR,False,XLR,solaris,,xlr,
1073,cryptocompare,False,DARK,False,DARK,dark,,dark,
1074,cryptocompare,False,DON,False,DON,donationcoin,,don,
1075,cryptocompare,False,MER,False,MER,mercury,,mer,
1076,cryptocompare,False,WGO,False,WGO,wavesgo,,wgo,
1077,cryptocompare,False,RLC,False,RLC,iex.ec,,rlc,
1078,cryptocompare,False,ATMOS,False,ATMOS,atmos,,atmos,
1079,cryptocompare,False,VISIO,False,VISIO,visio,,visio,
1080,cryptocompare,False,HPC,False,HPC,happycoin,,hpc,
1081,cryptocompare,False,CXT,False,CXT,coinonat,,cxt,
1082,cryptocompare,False,EMPC,False,EMPC,emporiumcoin,,empc,
1083,cryptocompare,False,GNO,False,GNO,gnosis,,gno,
1084,cryptocompare,False,LGD,False,LGD,legends cryptocurrency,,lgd,
1085,cryptocompare,False,BUCKS,False,BUCKS,swagbucks,,bucks,
1086,cryptocompare,False,XBY,False,XBY,xtrabytes,,xby,
1087,cryptocompare,False,GUP,False,GUP,guppy,,gup,
1088,cryptocompare,False,MCRN,False,MCRN,macroncoin,,mcrn,
1089,cryptocompare,False,LUN,False,LUN,lunyr,,lun,
1090,cryptocompare,False,RAIN,False,RAIN,condensate,,rain,
1091,cryptocompare,False,WSX,False,WSX,wearesatoshi,,wsx,
1092,cryptocompare,False,IEC,False,IEC,ivugeoevolutioncoin,,iec,
1093,cryptocompare,False,IMS,False,IMS,independent money system,,ims,
1094,cryptocompare,False,ARGUS,False,ARGUS,arguscoin,,argus,
1095,cryptocompare,False,CNT,False,CNT,centurion,,cnt,
1096,cryptocompare,False,LMC,False,LMC,lomocoin,,lmc,
1097,cryptocompare,False,BTCS,False,BTCS,bitcoin scrypt,,btcs,
1098,cryptocompare,False,PROC,False,PROC,procurrency,,proc,
1099,cryptocompare,False,XGR,False,XGR,goldreserve,,xgr,
1100,cryptocompare,False,BENJI,False,BENJI,benjirolls,,benji,
1101,cryptocompare,False,HMQ,False,HMQ,humaniq,,hmq,
1102,cryptocompare,False,BCAP,False,BCAP,blockchain capital,,bcap,
1103,cryptocompare,False,DUO,False,DUO,parallelcoin,,duo,
1104,cryptocompare,False,RBX,False,RBX,riptobux,,rbx,
1105,cryptocompare,False,GRW,False,GRW,growthcoin,,grw,
1106,cryptocompare,False,APX,False,APX,apx,,apx,
1107,cryptocompare,False,MILO,False,MILO,milocoin,,milo,
1108,cryptocompare,False,OLV,False,OLV,oldv,,olv,
1109,cryptocompare,False,ILC,False,ILC,ilcoin,,ilc,
1110,cryptocompare,False,MRT,False,MRT,minersreward,,mrt,
1111,cryptocompare,False,IOU,False,IOU,iou1,,iou,
1112,cryptocompare,False,PZM,False,PZM,prizm,,pzm,
1113,cryptocompare,False,PHR,False,PHR,phreak,,phr,
1114,cryptocompare,False,ANT,False,ANT,aragon,,ant,
1115,cryptocompare,False,PUPA,False,PUPA,pupacoin,,pupa,
1116,cryptocompare,False,RICE,False,RICE,ricecoin,,rice,
1117,cryptocompare,False,XCT,False,XCT,c-bits,,xct,
1118,cryptocompare,False,DEA,False,DEA,degas coin,,dea,
1119,cryptocompare,False,REDCO,False,REDCO,redcoin,,redco,
1120,cryptocompare,False,ZSE,False,ZSE,zsecoin,,zse,
1121,cryptocompare,False,CTIC,False,CTIC,coinmatic,,ctic,
1122,cryptocompare,False,TAP,False,TAP,tappingcoin,,tap,
1123,cryptocompare,False,BITOK,False,BITOK,bitokx,,bitok,
1124,cryptocompare,False,PBT,False,PBT,primalbase,,pbt,
1125,cryptocompare,False,MUU,False,MUU,milkcoin,,muu,
1126,cryptocompare,False,INF8,False,INF8,infinium-8,,inf8,
1127,cryptocompare,False,HTML5,False,HTML5,html5 coin,,html5,
1128,cryptocompare,False,MNE,False,MNE,minereum,,mne,
1129,cryptocompare,False,DICE,False,DICE,etheroll,,dice,
1130,cryptocompare,False,SBSC,False,SBSC,subscriptio,,sbsc,
1131,cryptocompare,False,USC,False,USC,ultimate secure cash,,usc,
1132,cryptocompare,False,DUX,False,DUX,duxcoin,,dux,
1133,cryptocompare,False,XPS,False,XPS,poisonivycoin,,xps,
1134,cryptocompare,False,EQT,False,EQT,equitrader,,eqt,
1135,cryptocompare,False,MNTC,False,MNTC,manet coin,,mntc,
1136,cryptocompare,False,F16,False,F16,f16coin,,f16,
1137,cryptocompare,False,HAMS,False,HAMS,hamstercoin,,hams,
1138,cryptocompare,False,NEF,False,NEF,nefariouscoin,,nef,
1139,cryptocompare,False,BOS,False,BOS,boscoin,,bos,
1140,cryptocompare,False,QWARK,False,QWARK,qwark,,qwark,
1141,cryptocompare,False,QRL,False,QRL,quantum resistant ledger,,qrl,
1142,cryptocompare,False,ADL,False,ADL,adelphoi,,adl,
1143,cryptocompare,False,PTOY,False,PTOY,patientory,,ptoy,
1144,cryptocompare,False,ESP,False,ESP,espers,,esp,
1145,cryptocompare,False,DYN,False,DYN,dynamic,,dyn,
1146,cryptocompare,False,SEQ,False,SEQ,sequence,,seq,
1147,cryptocompare,False,MCAP,False,MCAP,mcap,,mcap,
1148,cryptocompare,False,MYST,False,MYST,mysterium,,myst,
1149,cryptocompare,False,VERI,False,VERI,veritaseum,,veri,
1150,cryptocompare,False,SNM,False,SNM,sonm,,snm,
1151,cryptocompare,False,SKY,False,SKY,skycoin,,sky,
1152,cryptocompare,False,CFI,False,CFI,cofound.it,,cfi,
1153,cryptocompare,False,SNT,False,SNT,status network token,,snt,
1154,cryptocompare,False,AVT,False,AVT,aventcoin,,avt,
1155,cryptocompare,False,CVC,False,CVC,civic,,cvc,
1156,cryptocompare,False,IXT,False,IXT,ixledger,,ixt,
1157,cryptocompare,False,DENT,False,DENT,dent,,dent,
1158,cryptocompare,False,ETHOS,False,ETHOS,ethos,,ethos,
1159,cryptocompare,False,STA,False,STA,starta,,sta,
1160,cryptocompare,False,EFYT,False,EFYT,ergo,,efyt,
1161,cryptocompare,False,MCO,False,MCO,crypto.com,,mco,
1162,cryptocompare,False,NMR,False,NMR,numeraire,,nmr,
1163,cryptocompare,False,ADX,False,ADX,adex,,adx,
1164,cryptocompare,False,QAU,False,QAU,quantum,,qau,
1165,cryptocompare,False,ECOB,False,ECOB,ecobit,,ecob,
1166,cryptocompare,False,TIX,False,TIX,blocktix,,tix,
1167,cryptocompare,False,CHAN,False,CHAN,chancoin,,chan,
1168,cryptocompare,False,HRB,False,HRB,harbour dao,,hrb,
1169,cryptocompare,False,NIM,False,NIM,nimiq,,nim,
1170,cryptocompare,False,CDT,False,CDT,blox,,cdt,
1171,cryptocompare,False,DNT,False,DNT,district0x,,dnt,
1172,cryptocompare,False,SUR,False,SUR,suretly,,sur,
1173,cryptocompare,False,PING,False,PING,cryptoping,,ping,
1174,cryptocompare,False,DAOC,False,DAOC,dao.casino,,daoc,
1175,cryptocompare,False,SAN,False,SAN,santiment,,san,
1176,cryptocompare,False,KIN,False,KIN,kin,,kin,
1177,cryptocompare,False,XEL,False,XEL,elastic,,xel,
1178,cryptocompare,False,FUNC,False,FUNC,funcoin,,func,
1179,cryptocompare,False,MTL,False,MTL,metal,,mtl,
1180,cryptocompare,False,HVN,False,HVN,hiveterminal token,,hvn,
1181,cryptocompare,False,MYB,False,MYB,mybit,,myb,
1182,cryptocompare,False,PPT,False,PPT,populous,,ppt,
1183,cryptocompare,False,SNC,False,SNC,suncontract,,snc,
1184,cryptocompare,False,OAX,False,OAX,openanx,,oax,
1185,cryptocompare,False,GGS,False,GGS,gilgam,,ggs,
1186,cryptocompare,False,DNA,False,DNA,encrypgen,,dna,
1187,cryptocompare,False,FYN,False,FYN,fundyourselfnow,,fyn,
1188,cryptocompare,False,FND,False,FND,fundrequest,,fnd,
1189,cryptocompare,False,DCY,False,DCY,dinastycoin,,dcy,
1190,cryptocompare,False,CFT,False,CFT,cryptoforecast,,cft,
1191,cryptocompare,False,DNR,False,DNR,denarius,,dnr,
1192,cryptocompare,False,DP,False,DP,digitalprice,,dp,
1193,cryptocompare,False,VUC,False,VUC,virta unique coin,,vuc,
1194,cryptocompare,False,BTPL,False,BTPL,bitcoin planet,,btpl,
1195,cryptocompare,False,UNIFY,False,UNIFY,unify,,unify,
1196,cryptocompare,False,BRIT,False,BRIT,britcoin,,brit,
1197,cryptocompare,False,AMMO,False,AMMO,ammo rewards,,ammo,
1198,cryptocompare,False,SOCC,False,SOCC,socialcoin,,socc,
1199,cryptocompare,False,XUC,False,XUC,exchange union,,xuc,
1200,cryptocompare,False,PLR,False,PLR,pillar,,plr,
1201,cryptocompare,False,TRIBE,False,TRIBE,tribetoken,,tribe,
1202,cryptocompare,False,TNT,False,TNT,tierion,,tnt,
1203,cryptocompare,False,STORM,False,STORM,storm,,storm,
1204,cryptocompare,False,STORJ,False,STORJ,storj,,storj,
1205,cryptocompare,False,SCORE,False,SCORE,scorecoin,,score,
1206,cryptocompare,False,OTX,False,OTX,octanox,,otx,
1207,cryptocompare,False,VOISE,False,VOISE,voise,,voise,
1208,cryptocompare,False,ETBS,False,ETBS,ethbits,,etbs,
1209,cryptocompare,False,ARC,False,ARC,arcticcoin,,arc,
1210,cryptocompare,False,BOG,False,BOG,bogcoin,,bog,
1211,cryptocompare,False,ADT,False,ADT,adtoken,,adt,
1212,cryptocompare,False,UET,False,UET,useless ethereum token,,uet,
1213,cryptocompare,False,AGRS,False,AGRS,agoras token,,agrs,
1214,cryptocompare,False,SAND,False,SAND,beachcoin,,sand,
1215,cryptocompare,False,DAS,False,DAS,das,,das,
1216,cryptocompare,False,XCJ,False,XCJ,coinjob,,xcj,
1217,cryptocompare,False,RKC,False,RKC,royal kingdom coin,,rkc,
1218,cryptocompare,False,NLC2,False,NLC2,nolimitcoin,,nlc2,
1219,cryptocompare,False,LINDA,False,LINDA,linda,,linda,
1220,cryptocompare,False,KING,False,KING,king93,,king,
1221,cryptocompare,False,ANCP,False,ANCP,anacrypt,,ancp,
1222,cryptocompare,False,CABS,False,CABS,cryptoabs,,cabs,
1223,cryptocompare,False,XLC,False,XLC,leviarcoin,,xlc,
1224,cryptocompare,False,SKIN,False,SKIN,skincoin,,skin,
1225,cryptocompare,False,MSP,False,MSP,mothership,,msp,
1226,cryptocompare,False,HIRE,False,HIRE,hirematch,,hire,
1227,cryptocompare,False,WLK,False,WLK,wolk,,wlk,
1228,cryptocompare,False,ONION,False,ONION,deeponion,,onion,
1229,cryptocompare,False,BTX,False,BTX,bitcore,,btx,
1230,cryptocompare,False,ICE,False,ICE,idice,,ice,
1231,cryptocompare,False,XID,False,XID,sphre air,,xid,
1232,cryptocompare,False,GCN,False,GCN,gcn coin,,gcn,
1233,cryptocompare,False,MANA,False,MANA,decentraland,,mana,
1234,cryptocompare,False,ICOO,False,ICOO,ico openledger,,icoo,
1235,cryptocompare,False,TME,False,TME,timereum,,tme,
1236,cryptocompare,False,SMART,False,SMART,smartcash,,smart,
1237,cryptocompare,False,SIGT,False,SIGT,signatum,,sigt,
1238,cryptocompare,False,ONX,False,ONX,onix,,onx,
1239,cryptocompare,False,COE,False,COE,coeval,,coe,
1240,cryptocompare,False,ARENA,False,ARENA,arena,,arena,
1241,cryptocompare,False,WINK,False,WINK,wink,,wink,
1242,cryptocompare,False,CRM,False,CRM,cream,,crm,
1243,cryptocompare,False,DGPT,False,DGPT,digipulse,,dgpt,
1244,cryptocompare,False,MOBI,False,MOBI,mobius,,mobi,
1245,cryptocompare,False,STX,False,STX,stox,,stx,
1246,cryptocompare,False,CORE,False,CORE,core group asset,,core,
1247,cryptocompare,False,KEN,False,KEN,kencoin,,ken,
1248,cryptocompare,False,GRWI,False,GRWI,growers international,,grwi,
1249,cryptocompare,False,MTH,False,MTH,monetha,,mth,
1250,cryptocompare,False,BMXT,False,BMXT,bitmxittz,,bmxt,
1251,cryptocompare,False,GAS,False,GAS,gas,,gas,
1252,cryptocompare,False,XAS,False,XAS,asch,,xas,
1253,cryptocompare,False,DCN,False,DCN,dentacoin,,dcn,
1254,cryptocompare,False,MBRS,False,MBRS,embers,,mbrs,
1255,cryptocompare,False,NEBL,False,NEBL,neblio,,nebl,
1256,cryptocompare,False,XMCC,False,XMCC,monoeci,,xmcc,
1257,cryptocompare,False,CMPCO,False,CMPCO,campuscoin,,cmpco,
1258,cryptocompare,False,CTR,False,CTR,centra,,ctr,
1259,cryptocompare,False,WNET,False,WNET,wavesnode.net,,wnet,
1260,cryptocompare,False,PRG,False,PRG,paragon,,prg,
1261,cryptocompare,False,THNX,False,THNX,thankyou,,thnx,
1262,cryptocompare,False,WORM,False,WORM,healthyworm,,worm,
1263,cryptocompare,False,FUCK,False,FUCK,fuck token,,fuck,
1264,cryptocompare,False,AIX,False,AIX,aigang,,aix,
1265,cryptocompare,False,EVX,False,EVX,everex,,evx,
1266,cryptocompare,False,XEC,False,XEC,eternal coin,,xec,
1267,cryptocompare,False,ENTRP,False,ENTRP,entropy token,,entrp,
1268,cryptocompare,False,PIX,False,PIX,lampix,,pix,
1269,cryptocompare,False,BRO,False,BRO,bitradio,,bro,
1270,cryptocompare,False,MINEX,False,MINEX,minex,,minex,
1271,cryptocompare,False,DFT,False,DFT,draftcoin,,dft,
1272,cryptocompare,False,UTK,False,UTK,utrust,,utk,
1273,cryptocompare,False,SOJ,False,SOJ,sojourn coin,,soj,
1274,cryptocompare,False,STCN,False,STCN,stakecoin,,stcn,
1275,cryptocompare,False,RIYA,False,RIYA,etheriya,,riya,
1276,cryptocompare,False,LNK,False,LNK,ethereum.link,,lnk,
1277,cryptocompare,False,BLX,False,BLX,blockchain index,,blx,
1278,cryptocompare,False,TTT,False,TTT,tap project,,ttt,
1279,cryptocompare,False,NYC,False,NYC,newyorkcoin,,nyc,
1280,cryptocompare,False,LBTC,False,LBTC,litebitcoin,,lbtc,
1281,cryptocompare,False,FRAZ,False,FRAZ,frazcoin,,fraz,
1282,cryptocompare,False,KRONE,False,KRONE,kronecoin,,krone,
1283,cryptocompare,False,BT,False,BT,buildteam,,bt,
1284,cryptocompare,False,ACC,False,ACC,adcoin,,acc,
1285,cryptocompare,False,LINX,False,LINX,linx,,linx,
1286,cryptocompare,False,XCXT,False,XCXT,coinonatx,,xcxt,
1287,cryptocompare,False,BLAS,False,BLAS,blakestar,,blas,
1288,cryptocompare,False,SCL,False,SCL,sociall,,scl,
1289,cryptocompare,False,EON,False,EON,exscudo,,eon,
1290,cryptocompare,False,PST,False,PST,primas,,pst,
1291,cryptocompare,False,BRX,False,BRX,breakout stake,,brx,
1292,cryptocompare,False,ORME,False,ORME,ormeus coin,,orme,
1293,cryptocompare,False,BMC,False,BMC,blackmoon crypto,,bmc,
1294,cryptocompare,False,CAPP,False,CAPP,cappasity,,capp,
1295,cryptocompare,False,FC,False,FC,facecoin,,fc,
1296,cryptocompare,False,RUSTBITS,False,RUSTBITS,rustbits,,rustbits,
1297,cryptocompare,False,REX,False,REX,imbrex,,rex,
1298,cryptocompare,False,ETHD,False,ETHD,ethereum dark,,ethd,
1299,cryptocompare,False,SUMO,False,SUMO,sumokoin,,sumo,
1300,cryptocompare,False,SALT,False,SALT,salt lending,,salt,
1301,cryptocompare,False,XP,False,XP,experience points,,xp,
1302,cryptocompare,False,LRC,False,LRC,loopring,,lrc,
1303,cryptocompare,False,HSR,False,HSR,hshare,,hsr,
1304,cryptocompare,False,GLA,False,GLA,gladius,,gla,
1305,cryptocompare,False,ODN,False,ODN,obsidian,,odn,
1306,cryptocompare,False,WIC,False,WIC,wi coin,,wic,
1307,cryptocompare,False,WEB,False,WEB,webcoin,,web,
1308,cryptocompare,False,ELIX,False,ELIX,elixir,,elix,
1309,cryptocompare,False,EBTC,False,EBTC,ebitcoin,,ebtc,
1310,cryptocompare,False,HAC,False,HAC,hackspace capital,,hac,
1311,cryptocompare,False,YOYOW,False,YOYOW,yoyow,,yoyow,
1312,cryptocompare,False,REC,False,REC,regalcoin,,rec,
1313,cryptocompare,False,BIS,False,BIS,bismuth,,bis,
1314,cryptocompare,False,EARTH,False,EARTH,earth token,,earth,
1315,cryptocompare,False,VSX,False,VSX,vsync,,vsx,
1316,cryptocompare,False,FLASH,False,FLASH,flash coin,,flash,
1317,cryptocompare,False,BTCZ,False,BTCZ,bitcoinz,,btcz,
1318,cryptocompare,False,PPP,False,PPP,paypie,,ppp,
1319,cryptocompare,False,FLIK,False,FLIK,flik,,flik,
1320,cryptocompare,False,ALIS,False,ALIS,alismedia,,alis,
1321,cryptocompare,False,LEV,False,LEV,leverj,,lev,
1322,cryptocompare,False,REQ,False,REQ,request network,,req,
1323,cryptocompare,False,ARN,False,ARN,aeron,,arn,
1324,cryptocompare,False,DAT,False,DAT,datum,,dat,
1325,cryptocompare,False,VIBE,False,VIBE,vibehub,,vibe,
1326,cryptocompare,False,DAY,False,DAY,chronologic,,day,
1327,cryptocompare,False,AST,False,AST,airswap,,ast,
1328,cryptocompare,False,FLP,False,FLP,gameflip,,flp,
1329,cryptocompare,False,CND,False,CND,cindicator,,cnd,
1330,cryptocompare,False,NTM,False,NTM,netm,,ntm,
1331,cryptocompare,False,TZC,False,TZC,trezarcoin,,tzc,
1332,cryptocompare,False,ENG,False,ENG,enigma,,eng,
1333,cryptocompare,False,MCI,False,MCI,musiconomi,,mci,
1334,cryptocompare,False,COV,False,COV,covesting,,cov,
1335,cryptocompare,False,AIR,False,AIR,airtoken,,air,
1336,cryptocompare,False,FUJIN,False,FUJIN,fujinto,,fujin,
1337,cryptocompare,False,ATCC,False,ATCC,atc coin,,atcc,
1338,cryptocompare,False,KOLION,False,KOLION,kolion,,kolion,
1339,cryptocompare,False,WILD,False,WILD,wild crypto,,wild,
1340,cryptocompare,False,ELTC2,False,ELTC2,eltc,,eltc2,
1341,cryptocompare,False,POWR,False,POWR,power ledger,,powr,
1342,cryptocompare,False,RYZ,False,RYZ,anryze,,ryz,
1343,cryptocompare,False,ELM,False,ELM,elements,,elm,
1344,cryptocompare,False,TER,False,TER,terranovacoin,,ter,
1345,cryptocompare,False,XCS,False,XCS,cybcsec coin,,xcs,
1346,cryptocompare,False,BQ,False,BQ,bitqy,,bq,
1347,cryptocompare,False,WABI,False,WABI,tael,,wabi,
1348,cryptocompare,False,EVR,False,EVR,everus,,evr,
1349,cryptocompare,False,TOA,False,TOA,toa coin,,toa,
1350,cryptocompare,False,VIVO,False,VIVO,vivo coin,,vivo,
1351,cryptocompare,False,MDA,False,MDA,moeda,,mda,
1352,cryptocompare,False,AURS,False,AURS,aureus,,aurs,
1353,cryptocompare,False,CAG,False,CAG,change,,cag,
1354,cryptocompare,False,INXT,False,INXT,internxt,,inxt,
1355,cryptocompare,False,ATS,False,ATS,authorship,,ats,
